Year,Company,Person,Project,Person Type,Project Url,Technology,Topic,Gender
2017,Joomla,Niels Braczek,Project XIII - PR Testing Platform - 2017 - Google Summer of Code Archive,mentor,https://github.com/joomla-projects/gsoc17_pr_testing_platform,php,web,male
2017,Joomla,Tito Alvarez,Project XIII - PR Testing Platform - 2017 - Google Summer of Code Archive,mentor,https://github.com/joomla-projects/gsoc17_pr_testing_platform,php,web,male
2017,Joomla,Ashan Fernando,Project XIII - PR Testing Platform - 2017 - Google Summer of Code Archive,mentor,https://github.com/joomla-projects/gsoc17_pr_testing_platform,php,web,male
2017,Performance Co-Pilot,Ronak Jain,Prometheus Metric Exporter / Importer - 2017 - Google Summer of Code Archive,student,https://jronak.github.io/pcp/,python,high performance computing,female
2017,Performance Co-Pilot,Lukas Berk,Prometheus Metric Exporter / Importer - 2017 - Google Summer of Code Archive,mentor,https://jronak.github.io/pcp/,python,high performance computing,male
2017,Performance Co-Pilot,joehandzik,Prometheus Metric Exporter / Importer - 2017 - Google Summer of Code Archive,mentor,https://jronak.github.io/pcp/,python,high performance computing,male
2017,Performance Co-Pilot,Nathan Scott,Prometheus Metric Exporter / Importer - 2017 - Google Summer of Code Archive,mentor,https://jronak.github.io/pcp/,python,high performance computing,female
2017,CMU Sphinx,Brij,Pronunciation Intelligibility Remediation with Pocketsphinx.js - 2017 - Google Summer of Code Archive,student,https://brijmohan.github.io/iremedy/single_line.html,c,speech recognition,male
2017,CMU Sphinx,lanceculnane,Pronunciation Intelligibility Remediation with Pocketsphinx.js - 2017 - Google Summer of Code Archive,mentor,https://brijmohan.github.io/iremedy/single_line.html,c,speech recognition,male
2017,CMU Sphinx,James Salsman,Pronunciation Intelligibility Remediation with Pocketsphinx.js - 2017 - Google Summer of Code Archive,mentor,https://brijmohan.github.io/iremedy/single_line.html,c,speech recognition,female
2017,CMU Sphinx,Patrick Morris-Suzuki,Pronunciation Intelligibility Remediation with Pocketsphinx.js - 2017 - Google Summer of Code Archive,mentor,https://brijmohan.github.io/iremedy/single_line.html,c,speech recognition,male
2017,CMU Sphinx,ronanki,Pronunciation Intelligibility Remediation with Pocketsphinx.js - 2017 - Google Summer of Code Archive,mentor,https://brijmohan.github.io/iremedy/single_line.html,c,speech recognition,male
2017,radare2,Antide Petit,Proper Windows platform support - 2017 - Google Summer of Code Archive,student,https://gist.github.com/xarkes/b617706fbf97ae4523ca924434790e77,c,reverse engineering,female
2017,radare2,Maijin,Proper Windows platform support - 2017 - Google Summer of Code Archive,mentor,https://gist.github.com/xarkes/b617706fbf97ae4523ca924434790e77,c,reverse engineering,male
2017,radare2,Anton Kochkov,Proper Windows platform support - 2017 - Google Summer of Code Archive,mentor,https://gist.github.com/xarkes/b617706fbf97ae4523ca924434790e77,c,reverse engineering,female
2017,Frescobaldi,Xin Wen,Proposal for Add Support for Version Control (Git) - 2017 - Google Summer of Code Archive,student,https://github.com/wbsoft/frescobaldi/wiki/GSoC-2017:-Git-Support-(final-report),python,music engraving,male
